08月28日 20:40	YANZiKAii	妈的怎么全是昆山海龙哥？佛了 ​
09月01日 20:54	醒来的大鸦	史学家认为:孤证不立。所以先别放鞭炮庆之希望些“昆山龙哥”式的正当防卫案例，并纠正以前的判例~~否则正当防卫还得靠“跑”。链接中的案例讲的是妻子前夫持刀入室行凶，将丈夫压在身下并扎伤，丈夫夺刀并反刺三刀，凶手死亡。法官居然认为夺下刀后，对方即已不构成威胁，最终丈夫获刑五年。 ​ 展开全文c
09月01日 20:53	天津华光纪录	【#追砍电动车主遭反杀# 关键证人讲述案发全过程】9月1日昆山警方以犯罪事实不成立，撤销于海明涉嫌故意伤害一案。与刘海龙同车的刘强强和与于海明同伴的小柯，双方讲述了案发全过程。LCCTV今日说法的秒拍视频 ​​​ LCCTV今日说法的秒拍视频 ​
09月01日 20:53	映蕊流年2	昆山龙哥不涉黑:1:天安商会的天安永丰说明死者（刘海龙）不属于天安的视频不能播放了。2:一个名叫天安永友的44哥标牌，出生于1982年。3:警方通报刘海龙今年36岁。4:警方通报刘海龙与天安商涉没有关系。 ​
09月01日 20:53	北京人说北京事儿	#北京分享# 【于海明为何属正当防卫？江苏省检给出四大理由：从正当防卫的制度价值看，应当优先保护防卫者】#昆山事件属正当防卫#9月1日，昆山公安微警务微信号公布“昆山砍人案”警方通报：砍人被反杀者刘海龙行为属于"行凶"，被砍电动车男子于海明的行为属于正当防卫。对此，江苏省检察院也给 ​ 展开全文c
09月01日 20:53	左右不是猫	《警方通报“昆山砍人案”：于海明的行为属正当防卫，不负刑事责任》O网页链接 ​
09月01日 20:53	郑州微娱乐	【于海明伤情：颈部胸部两处挫伤，网传“龙哥终结者”照片并非本人】8月27日，江苏昆山宝马司机持刀追砍骑车男子，反被砍身亡。9月1日，警方通报案件中于海明为正当防卫，于海明经检查，左颈部条形挫伤1处，左胸季肋部条形挫伤1处。媒体证实网上热传的“龙哥终结者”照片为假，并非于海明本人。 ​ 展开全文c
09月01日 20:53	商界BUSINESS	#商界大搜罗# 【于海明为何属于正当防卫？检方详解来了】9月1日下午，昆山公安局和昆山检察院相继认定于海明的行为属于正当防卫，不负刑事责任。认定依据主要有四点：1.刘海龙挑起事端、过错在先。2.于海明正面临严重危及人身安全的现实危险。3.于海明抢刀反击的行为属于情急下的正常反应，符合特殊防 ​ 展开全文c
09月01日 20:53	歸命無佞萬戶侯	发生在江苏昆山的 " 反杀案 " 引起广泛关注，9 月 1 日下午 5 点，昆山市公安局发布通报，电动车男于海明的行为属于正当防卫，不负刑事责任，公安机关依法撤销于海明案件。 ​​​ 2济宁 · 江南春美食街 L歸命無佞萬戶侯的微博视频 ​
09月01日 20:53	郑州科技学院团委	【于海明为何属于正当防卫？检方详解来了】9月1日下午，昆山公安局和昆山检察院相继认定于海明的行为属于正当防卫，不负刑事责任。认定依据主要有四点：1.刘海龙挑起事端、过错在先。2.于海明正面临严重危及人身安全的现实危险。3.于海明抢刀反击的行为属于情急下的正常反应，符合特殊防卫要求。4.从正 ​ 展开全文c
09月01日 20:52	老家新县	老家新县微博分享：昆山事件属正当防卫！“龙哥”自食恶果！这个警方通报是我看过的最牛的微信文章，阅读、点赞都是10万+，阅读10万加的我看到无数次了，点赞10万加还是头一次看到，这真是爆文！可见昆山事件深受社会关注，影响力太大。 ​
09月01日 20:52	四川人事人才网编辑	『警方通报“昆山砍人案”：于海明的行为属于正当防卫，不负刑事责_四川人事考试网』O网页链接 【昆山警方通报：于海明属于正当防卫，不负刑事责任，撤销该案】昆山警方通报：于海明的行为属于正当防卫，不负刑事责任，公安机关依法撤销于海明案件。 ​
09月01日 20:52	前天儿的	法律不是制裁，而是保护自己的武器。原标题：警方通报警方通报2018年8月27日昆山市震川路于海明致刘海龙死亡案，备受社会舆论关注。 O网页链接 ​
09月01日 20:52	陈千百度	【客观看】客观看：这几天很多网友都在关注昆山发生的一起命案，至于前因后果在网上流传的视频里已经很明 昆山街头反杀“龙哥”案, 出结果了! O网页链接 ​
09月01日 20:52	厦门高考	【警方通报“昆山砍人案”：骑车男属正当防卫 不负刑事责任】江苏昆山，宝马男#追砍电动车主遭反杀#引发热议。今日，昆山公安通报称：电动车主于海明的行为属于正当防卫，不负刑事责任，公安机关依法撤销于海明案件。O警方通报“反杀”案：于海明属正当防卫 不负刑责 L北京青年报的秒拍视频 ​​​
09月01日 20:52	旺财谷金融	我发表了头条文章:《昆山龙哥案彰显公正，于海明属正当防卫》 O昆山龙哥案彰显公正，于海明属正当防卫 ​
09月01日 20:51	风泽有福	2018年8月27日21时30分许，刘海龙驾驶宝马轿车在昆山市震川路西行至顺帆路路口，与同向骑自行车的于海明发生争执。刘海龙从车中取出一把砍刀连续击打于海明，后被于海明反抢砍刀并捅刺、砍击数刀，刘海龙身受重伤，经抢救无效死亡。未来网（www.k618.cn 中央新闻网站）北京9月1日电（记者 程婷）2018年 ​ 展开全文c
09月01日 20:51	娄底周主权	【周主权（修身养性）】刚刚，警方通报“昆山砍人案”：于海明的行为属于正当防卫 O网页链接 （使用@美篇 App创作） ​
09月01日 20:51	笨笨娃不笨	#昆山事件属正当防卫#这是一个热点案件，法律的胜利，民意的胜利！这件案子的核心就在于于海明反抢刘海龙砍刀并追砍刘海龙数刀，致使刘海龙重伤，我认为这一情节的认定恰恰是整个案件的关键点。按照以往司法认定，于海龙抢刀后，刘海龙已经不具备继续伤害于海明的能力，于海龙此时用刀追砍刘海龙已 ​ 展开全文c
09月01日 20:51	孟小馄钝	最近争议很大的昆山市砍人案落下帷幕，驾驶电动车的于海明被认定为正当防卫，警方已经依法撤案，也是公正依法，但是反观宝马男，其确实因酒后过激行为造成自己的死亡，但是不可否认的是，其曾向警方提供重要线索抓捕毒贩，今天看到网友的评论“罪有应得”，”活该”，突然感觉到恐怖，难道一条人命的消 ​ 展开全文c
09月01日 20:51	relner1990	正义这次没迟到，昆山刘海龙事件是中国法治进程的一个里程碑。同志们，是该喝点的时候了！ 2商丘·宋城公园 ​
09月01日 20:50	北京刘二小	龙哥事件，让中国法制向前了一大步，为昆山警方点赞@昆山警察 合法没必要向不法让步 ​
09月01日 20:50	Zngo-	万里歧路多，一身天地窄。27日江苏昆山，坐豪车的“龙哥”被白衣男子于海明“反杀”，两个普通人，一起普通的道路纠纷，由路怒走向极端。当豪车遭遇电动车，山东济南上演的一幕似曾相识，可结局却大不相同。去年10月，一辆宾利被一辆电动车剐蹭，车主见驾驶电动车的是一位腿脚不好使的老大爷，便主 ​ 展开全文c
09月01日 20:50	兵丁48338	警方发布“昆山反杀案”通报：于海明属于正当防卫 不负刑事责任 - 8月27日晚，江苏昆山发生了一起刑事案件，“宝马纹身男”持刀追砍“电车男”却被反杀。 9月1日，昆山市公安局就该案发布警情通报，称于海明属于正当防卫，不负刑事责任，依法撤销案件。 O警方发布“昆山反杀案”通报：于海明属于正当防卫 不负刑事责任 ​
09月01日 20:50	Imark_archite	#昆山龙哥被反杀# 龙哥倒下了，正当防卫很好的结果，还是希望警察能肃清这种恶徒，毕竟这把刀掉的很意外。 ​
09月01日 20:50	观察者网	#昆山事件属正当防卫# 昆山警方依据什么认定这是正当防卫?“龙哥”的“天安社”等涉黑背景又是怎么回事?“刀背警告”是否属实?一切的答案都在这份警方通报当中，且看@江宁公安在线 如何解读这份优秀的通报 O解读昆山警方关于于海明致刘海龙死亡案通报。你想知道的，都在这里 ​
09月01日 20:50	信息日报	【关键证人讲述案发全过程】9月1日，江苏省昆山市公安局副局长张刚接受今日说法采访时表明：电动车主于海明的行为属于正当防卫。与刘海龙同车的刘强强和与于海明同伴的小柯，双方讲述了案发全过程。LCCTV今日说法的秒拍视频 ​
09月01日 20:50	沉默的九爷	为什么认定于海明的行为属于正当防卫？ —— 关于昆山“8.27”案件的分析意见江苏检察在线『江苏检察在线』O为什么认定于海明的行为属于正当防卫？ —— 关于昆山“8.27”案件的分析意见 ​
09月01日 20:50	MySHPHUI	昆山警方通报：于海明属于正当防卫，不负刑事责任，撤销该案 - 作者：共青团中央，O昆山警方通报：于海明属于正当防卫，不负刑事责任，撤销该案（想看更多？下载 @知乎 App：知乎） ​
09月01日 20:50	北纬-110	这次裁定是对一个家庭的解脱。法律上也有巨大的积极意义。谷雨丨昆山“反杀者”于海明被判正当防卫：一个肩膀养三家_腾讯网 O谷雨丨昆山“反杀者”于海明被判正当防卫：一个肩膀养三家 ​
09月01日 20:50	中国经济网	【@人民日报 评“昆山反杀案”：每一次司法公正都会温润人心】“于海明的行为属于正当防卫”，众望所归！捍卫了法治，振奋了人心。激活正当防卫制度的适用，就能及时保障当事人的合法权益，有力震慑犯罪分子。法律不是镌刻在大理石上，而是铭刻在公民心中，让公民沐浴正义之光，让法治温润公民信仰。 ​
09月01日 20:49	国际教练技术网	2018年9月1日，昆山市公安机关以于海明的行为属于正当防卫、不负刑事责任为由对该案作出撤销案件决定。O刚刚，警方通报“昆山砍人案”！ ​
09月01日 20:49	滇中一医	为昆山警检部门点无数个赞！！！警方通报“反杀”案：于海明属正当防卫 不负刑责 O警方通报“反杀”案：于海明属正当防卫 不负刑责 ​
09月01日 20:49	运笔如刀	依法撤案！“昆山砍人案”于海明属于正当防卫。这次正义没有迟到！ ​
